MSISDN,Selected_Action,ActionType,Propensity,MonthlyValueQAR,Churn_Prob,Data_Usage_Pct,Overage_Months,Days_To_Renewal,LTV_Band,Usage_Trend,Upgrade_Eligible,Sentiment,Loyalty_Tier,Consent_Flag,Network_Issue_Flag,Device_Type,msisdn,guard_status,p_baseline,p_nbx
97452252218,Device_Upgrade_iPhone,Upsell,0.3469,280,0.434,93.3,2,227,LOW,Stable,1,Neutral,Gold,1,0,Router/MiFi,97452252218,APPROVED,0.294865,0.4098623500000001
97459381125,Device_Upgrade_iPhone,Upsell,0.182,280,0.344,28.4,0,74,MED,Rising,0,Neutral,Silver,1,0,Router/MiFi,97459381125,APPROVED,0.1547,0.18718700000000002
97458605397,Device_Upgrade_iPhone,Upsell,0.354,280,0.539,39.4,3,48,MED,Rising,1,Positive,None,1,0,Smartphone,97458605397,APPROVED,0.3009,0.4543590000000001
97452077602,Device_Upgrade_iPhone,Upsell,0.2216,280,0.26,23.7,3,243,LOW,Stable,1,Neutral,Silver,1,0,Smartphone,97452077602,APPROVED,0.18836,0.25428600000000007
97458073602,Device_Upgrade_iPhone,Upsell,0.2063,280,0.502,53.2,3,187,MED,Falling,1,Neutral,Silver,1,0,Smartphone,97458073602,APPROVED,0.175355,0.23672925000000006
97452053931,Device_Upgrade_iPhone,Upsell,0.4273,280,0.303,90.5,1,45,HIGH,Rising,1,Neutral,Gold,0,0,Smartphone,97452053931,APPROVED,0.363205,0.363205
97457491025,Loyalty_Points_2x,Retention,0.1941,0,0.386,52.1,2,69,HIGH,Stable,0,Positive,None,1,1,Smartphone,97457491025,APPROVED,0.164985,0.22107990000000005
97451789381,Device_Upgrade_iPhone,Upsell,0.2489,280,0.099,15.6,1,96,MED,Stable,1,Neutral,Platinum,1,0,Smartphone,97451789381,APPROVED,0.211565,0.29407535000000007
97455393740,Device_Upgrade_iPhone,Upsell,0.166,280,0.033,20.3,3,196,LOW,Falling,1,Positive,None,0,0,Smartphone,97455393740,APPROVED,0.1411,0.1411
97456920768,1GB_plus_100mins,NBO,0.1491,40,0.263,49.3,0,158,LOW,Stable,0,Positive,Silver,1,0,Smartphone,97456920768,APPROVED,0.12673500000000001,0.14574525000000002
97457559296,Device_Upgrade_iPhone,Upsell,0.2209,280,0.183,50.2,0,98,MED,Stable,1,Positive,Silver,1,1,Feature Phone,97457559296,APPROVED,0.18776500000000002,0.22344035000000004
97454767474,Device_Upgrade_iPhone,Upsell,0.2406,280,0.363,71.3,1,99,LOW,Rising,1,Positive,None,0,0,Smartphone,97454767474,APPROVED,0.20451,0.20451
97459294610,10GB_Aggressive_HVC,Retention,0.3255,120,0.898,74.4,0,95,HIGH,Stable,1,Neutral,None,1,0,Tablet,97459294610,APPROVED,0.276675,0.34584375000000006
97457968891,Device_Upgrade_iPhone,Upsell,0.1603,280,0.538,12.9,3,75,LOW,Stable,1,Negative,Platinum,1,0,Tablet,97457968891,APPROVED,0.136255,0.19756975000000004
97452874382,Retention_Save_25pct,Retention,0.3006,90,0.813,37.3,0,335,MED,Rising,0,Neutral,Gold,1,0,IoT,97452874382,APPROVED,0.25550999999999996,0.3296079
97457041082,10GB_Aggressive_HVC,Retention,0.2394,120,0.04,47.3,3,23,MED,Stable,0,Neutral,None,1,0,Router/MiFi,97457041082,APPROVED,0.20349,0.27878130000000007
97457574810,Device_Upgrade_iPhone,Upsell,0.2759,280,0.186,82.1,2,139,MED,Falling,0,Positive,None,1,0,Smartphone,97457574810,APPROVED,0.23451499999999997,0.29783405
97454002739,Device_Upgrade_iPhone,Upsell,0.4203,280,0.207,83.1,0,193,MED,Rising,0,Positive,Gold,1,0,Smartphone,97454002739,APPROVED,0.357255,0.4894393500000001
97457644081,Device_Upgrade_iPhone,Upsell,0.4003,280,0.177,82.8,3,2,LOW,Stable,0,Positive,None,1,0,Smartphone,97457644081,APPROVED,0.340255,0.4661493500000001
97459085298,Device_Upgrade_iPhone,Upsell,0.2183,280,0.136,23.5,3,90,HIGH,Falling,1,Neutral,Platinum,0,0,Smartphone,97459085298,APPROVED,0.185555,0.185555
97458354027,Device_Upgrade_iPhone,Upsell,0.2458,280,0.144,27.8,1,339,LOW,Stable,1,Neutral,Gold,1,0,Smartphone,97458354027,APPROVED,0.20892999999999998,0.2904127
97457862788,Device_Upgrade_iPhone,Upsell,0.2903,280,0.561,72.2,0,190,MED,Stable,1,Positive,None,1,0,Router/MiFi,97457862788,REVIEW_CREDIT,0.246755,0.29117090000000007
97456710476,10GB_Aggressive_HVC,Retention,0.2104,120,0.148,52.0,1,11,LOW,Falling,0,Neutral,None,1,0,Smartphone,97456710476,APPROVED,0.17884,0.24501080000000006
97453434814,10GB_Aggressive_HVC,Retention,0.2837,120,0.91,56.5,2,317,LOW,Stable,1,Neutral,Platinum,1,0,Smartphone,97453434814,SOFTENED,0.241145,0.32795720000000006
97458157005,Device_Upgrade_iPhone,Upsell,0.3213,280,0.331,74.7,0,197,HIGH,Rising,1,Neutral,Gold,1,0,Smartphone,97458157005,APPROVED,0.273105,0.36322965000000007
97454277727,Device_Upgrade_iPhone,Upsell,0.258,280,0.265,33.5,0,49,MED,Falling,1,Positive,Silver,1,0,Smartphone,97454277727,APPROVED,0.2193,0.29166900000000007
97455789770,Device_Upgrade_iPhone,Upsell,0.2474,280,0.057,37.3,3,301,HIGH,Rising,0,Positive,None,1,0,Smartphone,97455789770,APPROVED,0.21029,0.2796857000000001
97453829959,Device_Upgrade_iPhone,Upsell,0.4953,280,0.25,105.2,3,6,MED,Rising,1,Positive,Gold,1,0,IoT,97453829959,APPROVED,0.421005,0.65255775
97453817153,Device_Upgrade_iPhone,Upsell,0.2205,280,0.407,75.6,3,218,LOW,Falling,1,Neutral,Gold,1,1,Smartphone,97453817153,APPROVED,0.187425,0.25302375000000005
97452418504,Device_Upgrade_iPhone,Upsell,0.2407,280,0.359,50.2,3,334,LOW,Stable,1,Positive,Silver,1,0,Smartphone,97452418504,APPROVED,0.204595,0.27620325000000007
97459651678,Device_Upgrade_iPhone,Upsell,0.2558,280,0.501,45.8,1,325,MED,Stable,1,Neutral,None,1,0,Smartphone,97459651678,APPROVED,0.21743,0.2935305000000001
97452330050,Device_Upgrade_iPhone,Upsell,0.3024,280,0.173,83.7,0,221,LOW,Falling,1,Neutral,None,1,0,Smartphone,97452330050,APPROVED,0.25704,0.3470040000000001
97451776329,Device_Upgrade_iPhone,Upsell,0.2837,280,0.104,48.8,2,230,MED,Rising,1,Positive,None,1,0,Router/MiFi,97451776329,APPROVED,0.241145,0.3400144500000001
97459425146,Device_Upgrade_iPhone,Upsell,0.2154,280,0.542,38.4,2,136,MED,Falling,1,Neutral,None,1,0,Smartphone,97459425146,APPROVED,0.18309,0.24717150000000007
97455995117,Device_Upgrade_iPhone,Upsell,0.2722,280,0.29,14.2,0,325,MED,Rising,1,Neutral,None,1,0,Smartphone,97455995117,APPROVED,0.23137,0.29846730000000005
97454941135,Device_Upgrade_iPhone,Upsell,0.3491,280,0.323,93.2,0,281,MED,Falling,0,Positive,Silver,0,0,Feature Phone,97454941135,APPROVED,0.296735,0.296735
97457637421,Device_Upgrade_iPhone,Upsell,0.1906,280,0.482,33.4,2,48,MED,Stable,1,Positive,None,0,0,Smartphone,97457637421,APPROVED,0.16201,0.16201
97454449878,1GB_plus_100mins,NBO,0.1342,40,0.405,54.8,1,273,MED,Stable,0,Neutral,Platinum,1,0,Smartphone,97454449878,APPROVED,0.11407,0.14943170000000003
97452151294,Device_Upgrade_iPhone,Upsell,0.284,280,0.389,59.3,0,7,MED,Stable,1,Neutral,None,1,1,Feature Phone,97452151294,APPROVED,0.24139999999999998,0.311406
97457567170,1GB_plus_100mins,NBO,0.1493,40,0.095,25.2,3,275,LOW,Falling,0,Positive,None,1,0,Smartphone,97457567170,APPROVED,0.126905,0.16116935000000002
97452583995,Device_Upgrade_iPhone,Upsell,0.3302,280,0.177,11.8,0,27,HIGH,Rising,1,Positive,Gold,1,0,Smartphone,97452583995,APPROVED,0.28067,0.40135810000000005
97455976937,Device_Upgrade_iPhone,Upsell,0.2954,280,0.328,52.3,1,23,MED,Rising,1,Neutral,Gold,1,0,Smartphone,97455976937,APPROVED,0.25109,0.38918949999999997
97459541594,Retention_Save_25pct,Retention,0.2692,90,0.733,78.8,2,341,MED,Rising,1,Positive,None,1,1,Smartphone,97459541594,APPROVED,0.22882,0.3295008000000001
97459425258,Device_Upgrade_iPhone,Upsell,0.2879,280,0.277,77.8,2,293,HIGH,Falling,1,Positive,Silver,1,0,IoT,97459425258,APPROVED,0.244715,0.33036525000000005
97454247046,Device_Upgrade_iPhone,Upsell,0.4042,280,0.154,83.6,0,302,HIGH,Stable,0,Neutral,None,1,0,Smartphone,97454247046,APPROVED,0.34357,0.43633390000000005
97458022712,1GB_plus_100mins,NBO,0.1542,40,0.073,56.6,3,273,MED,Stable,0,Neutral,Silver,1,0,Feature Phone,97458022712,APPROVED,0.13107,0.16645890000000002
97456514081,Device_Upgrade_iPhone,Upsell,0.3012,280,0.339,46.6,3,223,MED,Rising,1,Positive,Gold,1,0,Smartphone,97456514081,APPROVED,0.25602,0.37122900000000014
97455314325,Device_Upgrade_iPhone,Upsell,0.3315,280,0.396,96.1,0,342,MED,Stable,1,Positive,Gold,0,0,Smartphone,97455314325,APPROVED,0.281775,0.281775
97452259352,Device_Upgrade_iPhone,Upsell,0.5113,280,0.118,83.1,1,233,HIGH,Rising,1,Neutral,Silver,1,0,Smartphone,97452259352,APPROVED,0.43460499999999996,0.6127930500000001
97454387234,Loyalty_Points_2x,Retention,0.1663,0,0.375,65.5,3,15,MED,Stable,0,Positive,None,1,0,Smartphone,97454387234,APPROVED,0.141355,0.19365635000000006
97456867262,10GB_Aggressive_HVC,Retention,0.3039,120,0.642,72.6,2,147,MED,Stable,0,Neutral,None,1,0,Smartphone,97456867262,APPROVED,0.258315,0.3538915500000001
97459879682,Device_Upgrade_iPhone,Upsell,0.2392,280,0.37,38.8,2,50,LOW,Falling,1,Positive,None,1,0,Smartphone,97459879682,APPROVED,0.20332,0.2948140000000001
97451044015,Device_Upgrade_iPhone,Upsell,0.3131,280,0.041,83.0,0,237,MED,Falling,0,Positive,None,1,0,Smartphone,97451044015,APPROVED,0.266135,0.3379914500000001
97457459841,Device_Upgrade_iPhone,Upsell,0.1591,280,0.395,59.6,1,37,LOW,Rising,0,Positive,Silver,0,0,Smartphone,97457459841,APPROVED,0.135235,0.135235
97458617030,Device_Upgrade_iPhone,Upsell,0.2282,280,0.251,50.2,3,291,MED,Falling,1,Positive,None,1,0,Smartphone,97458617030,APPROVED,0.19396999999999998,0.2618595
97459560750,Device_Upgrade_iPhone,Upsell,0.3314,280,0.15,80.2,3,35,MED,Stable,1,Positive,Platinum,1,0,Smartphone,97459560750,APPROVED,0.28169,0.4197181000000001
97454814232,Device_Upgrade_iPhone,Upsell,0.385,280,0.522,84.8,2,120,HIGH,Rising,1,Positive,None,1,1,Smartphone,97454814232,APPROVED,0.32725,0.4483325000000001
97452066307,Device_Upgrade_iPhone,Upsell,0.2728,280,0.366,39.9,3,339,HIGH,Falling,1,Positive,Silver,1,0,Smartphone,97452066307,APPROVED,0.23187999999999998,0.31303800000000004
97453438704,1GB_plus_100mins,NBO,0.1503,40,0.098,62.1,2,239,MED,Falling,0,Positive,None,1,0,Feature Phone,97453438704,APPROVED,0.12775499999999998,0.16224885
97458654802,1GB_plus_100mins,NBO,0.1739,40,0.23,58.4,0,167,HIGH,Falling,0,Neutral,None,1,0,Feature Phone,97458654802,APPROVED,0.147815,0.16998725000000003
97458901413,10GB_Aggressive_HVC,Retention,0.2508,120,0.11,55.6,0,11,MED,Falling,0,Positive,None,1,0,Smartphone,97458901413,APPROVED,0.21318,0.2664750000000001
97456733664,1GB_plus_100mins,NBO,0.1134,40,0.15,11.1,2,322,LOW,Stable,0,Positive,None,0,0,Smartphone,97456733664,APPROVED,0.09639,0.09639
97452104664,Device_Upgrade_iPhone,Upsell,0.2286,280,0.273,73.9,1,101,MED,Falling,1,Positive,Silver,1,0,Smartphone,97452104664,APPROVED,0.19430999999999998,0.2623185
97452097294,Device_Upgrade_iPhone,Upsell,0.2498,280,0.516,76.2,1,37,MED,Stable,1,Neutral,Silver,1,0,Router/MiFi,97452097294,APPROVED,0.21233,0.30787850000000005
97455303548,10GB_Aggressive_HVC,Retention,0.4133,120,0.916,22.4,1,70,HIGH,Falling,0,Neutral,Gold,1,0,Tablet,97455303548,APPROVED,0.351305,0.4953400500000001
97456294321,Device_Upgrade_iPhone,Upsell,0.2119,280,0.323,71.5,2,74,MED,Stable,1,Neutral,Platinum,0,0,Smartphone,97456294321,APPROVED,0.180115,0.180115
97451291407,Device_Upgrade_iPhone,Upsell,0.216,280,0.302,49.4,3,195,MED,Falling,1,Neutral,Silver,1,0,Smartphone,97451291407,APPROVED,0.18359999999999999,0.24786000000000002
97457174866,Loyalty_Points_2x,Retention,0.177,0,0.073,50.0,1,60,LOW,Stable,0,Neutral,Silver,1,0,Smartphone,97457174866,APPROVED,0.15045,0.20611650000000006
97455900589,Device_Upgrade_iPhone,Upsell,0.2131,280,0.085,21.5,3,238,HIGH,Rising,1,Neutral,None,1,1,Smartphone,97455900589,APPROVED,0.18113500000000002,0.2481549500000001
97451110724,Device_Upgrade_iPhone,Upsell,0.2506,280,0.47,96.0,2,311,MED,Stable,0,Neutral,None,0,0,Smartphone,97451110724,APPROVED,0.21300999999999998,0.21300999999999998
97451861097,10GB_Aggressive_HVC,Retention,0.2419,120,0.292,60.7,2,26,MED,Stable,0,Neutral,Gold,1,0,Smartphone,97451861097,APPROVED,0.205615,0.28991715000000007
97455088861,Device_Upgrade_iPhone,Upsell,0.199,280,0.413,65.7,1,279,LOW,Falling,1,Neutral,Platinum,1,0,Smartphone,97455088861,APPROVED,0.16915,0.23511850000000006
97457503268,Device_Upgrade_iPhone,Upsell,0.3652,280,0.039,80.5,0,6,MED,Falling,1,Positive,None,1,0,Smartphone,97457503268,APPROVED,0.31042000000000003,0.45010900000000015
97458428594,Home_Free_OoredooTV,CrossSell,0.1433,150,0.503,18.6,0,172,HIGH,Stable,0,Positive,None,0,0,Smartphone,97458428594,APPROVED,0.12180500000000001,0.12180500000000001
97454881713,Device_Upgrade_iPhone,Upsell,0.2251,280,0.253,21.7,3,311,LOW,Stable,1,Neutral,Platinum,1,0,Smartphone,97454881713,APPROVED,0.19133499999999998,0.26595565000000004
97453658230,1GB_plus_100mins,NBO,0.0859,40,0.048,71.8,0,141,LOW,Stable,0,Negative,Gold,1,0,Smartphone,97453658230,APPROVED,0.073015,0.09126875000000001
97459714792,Device_Upgrade_iPhone,Upsell,0.3499,280,0.793,102.9,0,95,MED,Rising,0,Negative,Platinum,1,0,Smartphone,97459714792,APPROVED,0.297415,0.4253034500000001
97455126932,1GB_plus_100mins,NBO,0.158,40,0.13,76.2,3,341,MED,Stable,0,Neutral,Silver,1,1,Tablet,97455126932,APPROVED,0.1343,0.17056100000000005
97453838507,Device_Upgrade_iPhone,Upsell,0.3053,280,0.256,95.7,2,301,LOW,Falling,1,Negative,Platinum,1,0,Smartphone,97453838507,APPROVED,0.259505,0.3762822500000001
97454980826,Loyalty_Points_2x,Retention,0.1806,0,0.401,50.1,2,18,MED,Stable,0,Neutral,None,1,0,Smartphone,97454980826,APPROVED,0.15351,0.21030870000000007
97451108824,10GB_Aggressive_HVC,Retention,0.3504,120,0.715,81.7,1,90,MED,Stable,1,Neutral,Gold,1,0,Smartphone,97451108824,APPROVED,0.29784,0.4199544000000001
